_loc,complexity,_too,volume,_pl,difficulty,_i,effort,bugs,time,total_lines,comments,blanks,unique_operators,unique_operands,total_operators,total_operands,result
28,5,86,426.06,0.07,15,28.4,6390.91,0.14,355.05,18,0,8,15,16,54,32,0.2353
4,1,9,27,0.5,2,13.5,54,0.01,3,2,0,0,4,4,5,4,0.8808
13,3,19,74.23,0.22,4.5,16.5,334.04,0.02,18.56,9,1,1,9,6,13,6,0.417
16,2,48,217.13,0.12,8.25,26.32,1791.33,0.07,99.52,10,1,2,11,12,30,18,0.3757
14,6,189,991.86,0.03,30.25,32.79,30003.71,0.33,1666.87,5,0,4,22,16,145,44,0.3296
16,1,38,166.91,0.47,2.12,78.82,353.45,0.06,19.64,8,3,3,4,17,20,18,0.4487
55,7,114,575.06,0.05,18.75,30.67,10782.39,0.19,599.02,41,9,3,15,18,69,45,0.3158
19,8,207,1116.21,0.03,34,32.83,37951.13,0.37,2108.4,11,0,3,24,18,156,51,0.2487
8,2,10,30,0.4,2.5,12,75,0.01,4.17,6,0,0,5,3,7,3,0.4991
33,4,88,458.43,0.07,14.1,32.52,6461.71,0.15,358.98,27,0,4,17,21,54,37,0.196
39,5,125,641.16,0.04,24.56,26.11,15744.05,0.21,874.67,21,10,6,17,18,73,52,0.3865
28,9,80,384.59,0.04,22.41,17.16,8618.28,0.13,478.79,23,1,1,17,11,51,29,0.27
4,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,5,2,5,2,0.905
38,5,115,594.54,0.04,22.91,25.95,13621.99,0.2,756.78,27,2,6,19,17,74,41,0.2713
16,1,51,220.42,0.12,8.5,25.93,1873.56,0.07,104.09,9,0,4,10,10,34,17,0.3264
27,6,109,506.18,0.03,29.33,17.26,14847.96,0.17,824.89,21,0,1,16,9,76,33,0.2141
77,10,328,1483.73,0.01,137.14,10.82,203482.74,0.49,11304.6,71,0,3,16,7,208,120,0.0607
18,2,32,133.44,0.14,7.07,18.87,943.59,0.04,52.42,11,0,5,11,7,23,9,0.3213
7,2,9,27,0.4,2.5,10.8,67.5,0.01,3.75,4,0,1,5,3,6,3,0.7733
60,14,223,1271.2,0.03,39.43,32.24,50121.52,0.42,2784.53,47,3,8,24,28,131,92,0.2018
27,5,66,306.49,0.09,11.54,26.56,3536.48,0.1,196.47,23,0,2,12,13,41,25,0.2221
4,1,12,41.51,0.29,3.5,11.86,145.3,0.01,8.07,2,0,0,7,4,8,4,0.5197
4,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,3,2,3,2,1
11,1,44,152.21,0.11,9,16.91,1369.93,0.05,76.11,6,0,2,6,5,29,15,0.3761
4,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,3,1,3,1,1
40,6,52,235.23,0.13,7.79,30.19,1832.8,0.08,101.82,31,0,7,11,12,35,17,0.2006
12,2,39,173.92,0.1,10.2,17.05,1773.96,0.06,98.55,5,0,3,12,10,22,17,0.388
34,4,79,329.42,0.05,20.43,16.12,6729.66,0.11,373.87,27,1,2,11,7,53,26,0.2662
13,3,44,206.82,0.12,8.5,24.33,1757.96,0.07,97.66,9,0,2,13,13,27,17,0.3257
34,5,114,589.37,0.05,20.58,28.64,12128.64,0.2,673.81,23,5,4,17,19,68,46,0.3329
68,15,190,950,0.02,41.37,22.97,39298.33,0.32,2183.24,52,0,10,17,15,117,73,0.097
40,10,124,680.99,0.04,22.75,29.93,15492.52,0.23,860.7,34,0,2,21,24,72,52,0.1541
22,2,98,510.53,0.08,12.78,39.94,6525.86,0.17,362.55,15,0,5,14,23,56,42,0.2511
14,4,48,217.13,0.09,10.54,20.6,2288.92,0.07,127.16,11,0,1,11,12,25,23,0.3038
4,1,6,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2,0,0,5,1,5,1,0.9433
13,4,25,97.67,0.11,9,10.85,879.05,0.03,48.84,10,0,1,10,5,16,9,0.3372
176,24,694,4281.93,0.02,58.68,72.98,251248.42,1.43,13958.25,150,4,20,21,51,409,285,0.0565
4,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,0,4,3,4,3,0.9345
4,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,2,0,0,5,3,6,3,0.8403
4,1,6,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2,0,0,5,1,5,1,0.9433
47,5,102,518.91,0.05,19.5,26.61,10118.96,0.17,562.16,28,9,7,17,17,63,39,0.3578
49,9,120,518.63,0.03,39,13.3,20226.62,0.17,1123.7,39,0,8,13,7,78,42,0.1507
4,1,16,59.21,0.33,3,19.74,177.62,0.02,9.87,2,0,0,6,7,9,7,0.5089
46,8,115,589.87,0.04,24.67,23.91,14550.07,0.2,808.34,35,3,5,20,15,81,37,0.2611
17,1,54,247.59,0.17,5.75,43.06,1423.63,0.08,79.09,11,1,3,8,16,31,23,0.364
15,2,50,237.74,0.09,10.77,22.08,2560.32,0.08,142.24,12,0,1,14,13,30,20,0.2955
87,7,468,2983.52,0.03,38.91,76.68,116083.73,0.99,6449.1,79,0,5,23,60,265,203,0.0333
37,9,271,1479.51,0.04,27.16,54.48,40176.24,0.49,2232.01,22,9,4,15,29,166,105,0.3434
4,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,3,2,3,2,1
110,32,408,2358.79,0.02,47.14,50.04,111200.32,0.79,6177.8,86,12,8,20,35,243,165,0.1911
35,3,64,310.91,0.09,10.97,28.35,3410.3,0.1,189.46,26,0,7,13,16,37,27,0.2128
4,1,9,27,0.5,2,13.5,54,0.01,3,2,0,0,4,4,5,4,0.8808
4,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1
13,4,25,104.25,0.13,8,13.03,833.99,0.03,46.33,10,0,1,12,6,17,8,0.3352
5,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,4,1,0,5,2,5,2,0.8995
4,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,0,4,3,4,3,0.9345
23,11,126,646.29,0.05,21.47,30.1,13878.22,0.22,771.01,20,0,1,16,19,75,51,0.2046
4,1,10,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,5,4,6,4,0.5901
18,5,55,233.64,0.06,15.81,14.78,3694.37,0.08,205.24,12,0,3,11,8,32,23,0.292
27,6,128,651.2,0.05,19.34,33.67,12595.49,0.22,699.75,21,0,4,15,19,79,49,0.2065
24,5,87,431.02,0.09,11,39.18,4741.17,0.14,263.4,18,0,4,11,20,47,40,0.235
4,1,9,27,0.5,2,13.5,54,0.01,3,2,0,0,4,4,5,4,0.8808
12,2,25,106.2,0.16,6.19,17.16,657.1,0.04,36.51,8,0,2,11,8,16,9,0.3584
8,3,18,70.32,0.25,4,17.58,281.3,0.02,15.63,6,0,0,8,7,11,7,0.3969
5,1,11,30.88,0.2,5,6.18,154.4,0.01,8.58,3,0,0,5,2,7,4,0.4903
16,2,37,162.52,0.19,5.23,31.07,850.08,0.05,47.23,12,0,2,8,13,20,17,0.3071
136,13,344,2115.51,0.03,31.2,67.8,66012.64,0.71,3667.37,89,16,29,22,49,205,139,0.24
18,3,70,291.89,0.08,13.2,22.11,3853.01,0.1,214.06,16,0,0,8,10,37,33,0.2607
28,4,93,501.49,0.1,10.46,47.94,5246.31,0.17,291.46,17,3,6,16,26,59,34,0.3398
45,4,151,808.99,0.08,12.83,63.04,10382.04,0.27,576.78,35,0,8,11,30,81,70,0.1542
22,3,50,222.97,0.1,10,22.3,2229.72,0.07,123.87,17,0,3,11,11,30,20,0.2631
42,4,128,685.77,0.06,16.32,42.02,11191.71,0.23,621.76,34,0,6,16,25,77,51,0.162
29,8,113,597.25,0.03,28.58,20.9,17071.41,0.2,948.41,24,0,3,21,18,64,49,0.1938
14,1,31,136.16,0.12,8.25,16.5,1123.34,0.05,62.41,8,0,4,11,10,16,15,0.3522
22,1,106,479.5,0.14,7.22,66.39,3463.04,0.16,192.39,19,1,0,5,18,54,52,0.2922
10,2,21,75.28,0.16,6.3,11.95,474.29,0.03,26.35,7,0,1,7,5,12,9,0.3816
5,1,14,50.19,0.29,3.5,14.34,175.66,0.02,9.76,3,0,0,7,5,9,5,0.4755
5,1,11,34.87,0.5,2,17.43,69.74,0.01,3.87,3,0,0,4,5,6,5,0.7874
26,4,107,553.18,0.07,14.95,36.99,8272.58,0.18,459.59,20,0,4,14,22,60,47,0.2188
121,16,495,3529,0.04,26.28,134.27,92753.23,1.18,5152.96,97,9,13,27,113,275,220,0.167
20,4,51,230.7,0.1,10.36,22.26,2390.91,0.08,132.83,15,0,3,12,11,32,19,0.2726
15,2,30,114.22,0.15,6.5,17.57,742.43,0.04,41.25,12,0,1,7,7,17,13,0.3178
13,3,33,149.28,0.12,8.45,17.67,1261.4,0.05,70.08,9,0,2,13,10,20,13,0.3356
15,1,41,164,0.24,4.09,40.09,670.91,0.05,37.27,9,0,4,5,11,23,18,0.3354
11,5,25,92.51,0.17,5.83,15.86,539.65,0.03,29.98,9,0,0,7,6,15,10,0.3474
19,5,54,262.33,0.04,24.94,10.52,6541.88,0.09,363.44,14,0,2,21,8,35,19,0.2739
4,1,9,27,0.5,2,13.5,54,0.01,3,2,0,0,4,4,5,4,0.8808
82,10,327,1881.85,0.03,34.75,54.15,65394.23,0.63,3633.01,62,8,8,18,36,188,139,0.228
52,3,135,745.68,0.07,14.52,51.37,10824.4,0.25,601.36,30,10,9,15,31,75,60,0.3508
97,14,274,1530.28,0.02,41.61,36.78,63676.64,0.51,3537.59,59,14,18,21,27,167,107,0.2765
6,1,11,38.05,0.33,3,12.68,114.16,0.01,6.34,3,0,1,6,5,6,5,0.4839
49,12,214,1225.77,0.02,45.74,26.8,56067.86,0.41,3114.88,37,5,4,26,27,119,95,0.2562
44,3,92,451.43,0.06,17,26.55,7674.38,0.15,426.35,35,1,5,15,15,58,34,0.2334
23,3,87,446.25,0.1,10.17,43.86,4540.08,0.15,252.23,19,0,1,12,23,48,39,0.2315
43,15,134,687.32,0.05,21.33,32.22,14662.91,0.23,814.61,36,0,3,14,21,70,64,0.1417
30,7,70,312.16,0.04,24.5,12.74,7647.93,0.1,424.88,20,2,5,14,8,42,28,0.3166
32,5,82,420.6,0.07,14.32,29.38,6021.24,0.14,334.51,24,1,5,16,19,48,34,0.2686
32,2,64,300.83,0.08,12.83,23.44,3860.63,0.1,214.48,19,4,5,14,12,42,22,0.3626
5,1,19,74.23,0.25,4,18.56,296.92,0.02,16.5,3,0,0,8,7,12,7,0.4636
67,18,199,1215.6,0.05,21.6,56.28,26256.88,0.41,1458.72,62,0,2,24,45,118,81,0.0688
17,3,51,236.84,0.1,10.29,23.01,2437.44,0.08,135.41,13,0,2,13,12,32,19,0.2867
11,2,21,77.71,0.13,7.88,9.87,611.96,0.03,34,6,2,1,9,4,14,7,0.4797
4,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,2,0,0,5,3,6,3,0.8403
15,3,38,171.9,0.09,11.05,15.56,1899.44,0.06,105.52,12,0,1,13,10,21,17,0.304
43,7,161,797.63,0.06,17.33,46.04,13818.86,0.27,767.71,35,2,4,11,20,98,63,0.235
9,1,29,113.3,0.23,4.33,26.15,490.97,0.04,27.28,6,0,1,6,9,16,13,0.3851
61,7,165,865.91,0.05,20.13,43.03,17426.4,0.29,968.13,52,0,7,14,24,96,69,0.1106
9,1,16,55.35,0.11,9,6.15,498.16,0.02,27.68,4,0,2,9,2,12,4,0.4453
4,1,6,15.51,0.5,2,7.75,31.02,0.01,1.72,2,0,0,4,2,4,2,0.9666
4,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,3,1,3,1,1
44,2,143,775.96,0.06,15.69,49.46,12174.48,0.26,676.36,34,1,7,14,29,78,65,0.221
5,1,14,46.51,0.33,3,15.5,139.52,0.02,7.75,3,0,0,5,5,8,6,0.4778
4,1,9,27,0.5,2,13.5,54,0.01,3,2,0,0,4,4,5,4,0.8808
30,7,90,445.88,0.06,17.71,25.18,7894.66,0.15,438.59,24,0,4,14,17,47,43,0.204
20,3,33,140.18,0.13,7.56,18.54,1060.12,0.05,58.9,12,2,2,11,8,22,11,0.3947
149,67,634,3885.97,0.03,32.45,119.74,126117.24,1.3,7006.51,111,6,28,15,55,396,238,0.0545
10,4,19,72.34,0.22,4.5,16.07,325.53,0.02,18.08,8,0,0,9,5,14,5,0.3674
12,2,17,62.91,0.25,4,15.73,251.63,0.02,13.98,10,0,0,8,5,12,5,0.3532
5,1,15,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,5,6,8,7,0.4745
4,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,0,4,3,4,3,0.9345
9,2,19,72.34,0.25,4,18.08,289.36,0.02,16.07,7,0,0,7,7,11,8,0.3828
38,6,192,984.82,0.03,30.33,32.47,29872.94,0.33,1659.61,34,0,2,14,21,101,91,0.1483
17,2,44,196.21,0.2,4.9,40.04,961.45,0.07,53.41,12,0,3,7,15,23,21,0.3014
28,2,66,285.25,0.06,15.89,17.95,4532.26,0.1,251.79,20,1,3,11,9,40,26,0.3017
20,4,73,368.24,0.04,22.75,16.19,8377.48,0.12,465.42,17,0,1,21,12,47,26,0.2465
33,3,131,753.89,0.11,8.86,85.12,6677.31,0.25,370.96,25,1,5,12,42,69,62,0.2497
131,13,405,2447.98,0.02,53.63,45.65,131272.91,0.82,7292.94,110,6,12,26,40,240,165,0.142
5,2,15,55.51,0.29,3.5,15.86,194.27,0.02,10.79,3,0,0,7,6,9,6,0.4711
20,3,38,174.23,0.1,10.05,17.34,1750.21,0.06,97.23,16,2,2,13,11,21,17,0.3608
231,37,808,5402.69,0.02,58.8,91.89,317656.99,1.8,17647.61,183,38,8,27,76,477,331,0.1752
7,1,14,48.43,0.28,3.6,13.45,174.36,0.02,9.69,4,0,1,6,5,8,6,0.4493
35,7,86,463.74,0.06,17.73,26.16,8220.83,0.15,456.71,23,3,7,20,22,47,39,0.3095
26,4,79,357.36,0.05,20.18,17.71,7212.2,0.12,400.68,19,0,5,12,11,42,37,0.2369
19,2,56,260.06,0.12,8.33,31.21,2167.13,0.09,120.4,13,0,4,10,15,31,25,0.2852
14,2,30,117.21,0.09,11,10.66,1289.27,0.04,71.63,10,0,1,10,5,19,11,0.3343
4,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,3,2,3,2,1
15,2,57,222.69,0.08,12,18.56,2672.31,0.07,148.46,12,0,1,8,7,36,21,0.2975
16,2,66,310.23,0.09,11.67,26.59,3619.34,0.1,201.07,11,0,3,14,12,46,20,0.2957
17,3,39,171.3,0.09,11.33,15.11,1941.4,0.06,107.86,8,3,3,12,9,22,17,0.4453
12,2,23,85.11,0.16,6.42,13.26,546.12,0.03,30.34,8,0,2,7,6,12,11,0.3652
39,13,154,845.75,0.04,23.6,35.84,19959.59,0.28,1108.87,34,0,3,20,25,95,59,0.1435
59,7,186,1070.41,0.06,16.35,65.48,17497.07,0.36,972.06,49,2,6,15,39,101,85,0.1942
98,19,351,2225.29,0.04,27.41,81.19,60987.96,0.74,3388.22,85,6,5,22,59,204,147,0.1613
64,1,196,997.14,0.07,14.15,70.45,14113.4,0.33,784.08,27,19,15,8,26,104,92,0.4061
4,1,12,41.51,0.29,3.5,11.86,145.3,0.01,8.07,2,0,0,7,4,8,4,0.5197
33,4,110,528.81,0.03,28.59,18.5,15119.13,0.18,839.95,23,0,7,17,11,73,37,0.2069
23,3,48,214.05,0.1,10.5,20.39,2247.55,0.07,124.86,15,4,2,11,11,27,21,0.394
22,3,77,381.47,0.11,9.35,40.8,3566.77,0.13,198.15,17,0,3,11,20,43,34,0.2468
11,2,22,88,0.17,5.83,15.09,513.33,0.03,28.52,9,0,0,10,6,15,7,0.353
68,7,170,995.86,0.06,17.37,57.34,17296.46,0.33,960.91,46,8,7,20,38,104,66,0.2797
7,1,3,4.75,0,0,0,0,0,0,2,1,0,3,0,3,0,1
12,2,35,158.32,0.23,4.27,37.11,675.52,0.05,37.53,9,0,1,8,15,19,16,0.3351
9,4,28,124.86,0.11,8.75,14.27,1092.56,0.04,60.7,7,0,0,14,8,18,10,0.3635
14,5,73,310.1,0.06,17.19,18.04,5329.82,0.1,296.1,10,0,2,11,8,48,25,0.3007
6,1,10,28.07,0.38,2.67,10.53,74.86,0.01,4.16,3,0,0,4,3,6,4,0.5686
18,4,41,180.09,0.14,7.33,24.56,1320.62,0.06,73.37,16,0,0,12,9,30,11,0.274
195,11,764,4436.82,0.02,45.59,97.32,202269.66,1.48,11237.2,152,3,36,11,45,391,373,0.0566
150,20,382,2428.58,0.03,34.76,69.87,84414.26,0.81,4689.68,103,25,19,24,58,214,168,0.2486
8,2,13,43.19,0.17,5.83,7.4,251.91,0.01,14,6,0,2,7,3,8,5,0.4131
35,5,108,549.45,0.06,15.79,34.8,8675.46,0.18,481.97,27,1,5,15,19,68,40,0.2493
54,8,312,1573.85,0.03,39.71,39.63,62504.37,0.52,3472.46,48,0,3,12,21,173,139,0.0986
39,5,111,578.25,0.05,18.28,31.64,10567.51,0.19,587.08,23,5,8,17,20,68,43,0.3335
11,1,22,81.41,0.26,3.86,21.11,314.01,0.03,17.44,5,1,3,6,7,13,9,0.4726
59,4,149,792.97,0.08,12.43,63.8,9855.45,0.26,547.53,40,0,12,12,28,91,58,0.1421
23,5,101,518.05,0.05,20.12,25.75,10422.1,0.17,579.01,17,0,4,18,17,63,38,0.2348
34,8,106,498.25,0.03,31.17,15.99,15528.69,0.17,862.7,25,0,7,17,9,73,33,0.1954
7,1,16,57.36,0.4,2.5,22.94,143.4,0.02,7.97,3,0,2,5,7,9,7,0.4714
23,10,129,666.92,0.04,25.95,25.7,17304.83,0.22,961.38,18,0,3,17,19,71,58,0.215
4,2,18,73.57,0.22,4.5,16.35,331.08,0.02,18.39,2,0,0,9,8,10,8,0.5009
13,4,28,122.98,0.15,6.6,18.63,811.7,0.04,45.09,12,0,1,11,10,16,12,0.3129
17,3,29,125.34,0.11,9,13.93,1128.02,0.04,62.67,12,0,3,12,8,17,12,0.3136
24,5,85,421.11,0.05,19.2,21.93,8085.25,0.14,449.18,19,0,3,16,15,49,36,0.2306
32,4,53,246.12,0.12,8.33,29.53,2051.04,0.08,113.95,19,5,6,10,15,28,25,0.3789
22,8,85,428.77,0.06,15.53,27.61,6658.6,0.14,369.92,15,1,2,16,17,52,33,0.3085
5,1,18,66.61,0.2,5,13.32,333.04,0.02,18.5,3,0,0,10,3,15,3,0.4669
4,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,5,2,5,2,0.905
16,2,45,187.65,0.06,17.5,10.72,3283.82,0.06,182.43,12,0,2,14,4,35,10,0.3027
75,16,244,1551.24,0.03,33.67,46.07,52235.72,0.52,2901.98,61,4,8,33,49,144,100,0.1834
4,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,3,2,3,2,1
72,6,104,510.32,0.06,18,28.35,9185.7,0.17,510.32,41,13,16,15,15,68,36,0.3492
9,2,52,235.23,0.1,10.08,23.33,2371.85,0.08,131.77,6,0,1,11,12,30,22,0.3615
18,2,47,218.26,0.12,8.67,25.18,1891.6,0.07,105.09,9,0,6,13,12,31,16,0.3254
38,8,76,386.65,0.05,18.37,21.05,7101.42,0.13,394.52,28,2,6,19,15,47,29,0.2769
19,5,52,235.23,0.11,9.17,25.66,2156.23,0.08,119.79,17,0,0,11,12,32,20,0.2588
18,2,59,292.3,0.14,7.26,40.24,2123,0.1,117.94,14,0,1,12,19,36,23,0.2746
10,2,19,72.34,0.12,8.1,8.93,585.95,0.02,32.54,7,0,1,9,5,10,9,0.3828
10,1,21,77.71,0.19,5.25,14.8,407.97,0.03,22.67,4,2,2,7,6,12,9,0.5194
47,8,113,584.2,0.05,21.92,26.65,12806.31,0.19,711.46,33,5,7,17,19,64,49,0.295
28,1,93,451.79,0.15,6.68,67.62,3018.79,0.15,167.71,18,3,5,7,22,51,42,0.3416
11,1,22,85.95,0.3,3.33,25.79,286.51,0.03,15.92,5,2,2,6,9,12,10,0.4952
11,1,25,106.2,0.18,5.56,19.12,589.99,0.04,32.78,6,0,3,10,9,15,10,0.387
26,6,90,454,0.06,17.5,25.94,7944.92,0.15,441.38,20,0,3,15,18,48,42,0.2221
85,24,465,2650.7,0.01,84,31.56,222659.18,0.88,12369.95,62,4,14,26,26,297,168,0.1548
26,1,90,412.65,0.09,11.07,37.27,4568.59,0.14,253.81,18,0,5,10,14,59,31,0.2417
6,1,20,78.14,0.29,3.5,22.33,273.48,0.03,15.19,4,0,0,7,8,12,8,0.4348
12,2,40,169.92,0.18,5.54,30.68,941.08,0.06,52.28,8,0,1,6,13,16,24,0.3441
123,4,509,3359.36,0.04,25.7,130.72,86326.6,1.12,4795.92,71,23,21,21,76,323,186,0.2889
36,8,83,352.58,0.09,10.55,33.43,3718.1,0.12,206.56,33,0,0,8,11,54,29,0.1796
26,6,51,220.42,0.05,20.43,10.79,4502.83,0.07,250.16,19,0,5,13,7,29,22,0.2489
42,4,150,787.19,0.06,15.46,50.91,12171.15,0.26,676.18,30,5,5,12,26,83,67,0.3003
46,3,136,708.49,0.07,14.64,48.39,10372.23,0.24,576.24,37,0,7,12,25,75,61,0.1543
24,1,36,147.15,0.23,4.36,33.72,642.1,0.05,35.67,11,8,3,6,11,20,16,0.4814
4,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,5,2,5,2,0.905
4,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,3,1,3,1,1
108,19,295,1789.5,0.03,34.24,52.26,61279.34,0.6,3404.41,90,0,13,26,41,187,108,0.0204
96,7,250,1438.72,0.03,35.64,40.37,51270.82,0.48,2848.38,72,8,6,21,33,138,112,0.226
25,8,110,607.59,0.08,13.19,46.07,8013.93,0.2,445.22,21,0,2,17,29,65,45,0.2059
23,3,40,178.38,0.13,7.8,22.87,1391.34,0.06,77.3,14,2,4,12,10,27,13,0.3728
5,1,11,38.05,0.29,3.5,10.87,133.19,0.01,7.4,3,0,0,7,4,7,4,0.4839
63,3,249,1390.66,0.04,23,60.46,31985.08,0.46,1776.95,51,2,8,16,32,157,92,0.1878
84,16,256,1505.96,0.03,33.89,44.43,51039.72,0.5,2835.54,77,0,5,22,37,142,114,0.0445
20,3,48,217.13,0.11,8.85,24.55,1920.77,0.07,106.71,15,0,3,10,13,25,23,0.2758
26,4,100,539.23,0.07,13.54,39.83,7300.37,0.18,405.58,22,0,2,16,26,56,44,0.2105
13,3,44,179.85,0.06,16.5,10.9,2967.5,0.06,164.86,9,0,2,11,6,26,18,0.3299
46,7,127,651.42,0.05,21.47,30.34,13988.36,0.22,777.13,35,0,9,16,19,76,51,0.1567
48,13,156,806.51,0.04,24.29,33.21,19586.63,0.27,1088.15,34,3,4,15,21,88,68,0.2476
15,3,35,145.95,0.11,8.75,16.68,1277.04,0.05,70.95,11,0,1,10,8,21,14,0.3173
5,1,15,42.11,0.16,6.25,6.74,263.19,0.01,14.62,3,0,0,5,2,10,5,0.4808
46,8,99,523.25,0.09,10.75,48.67,5624.99,0.17,312.5,41,0,5,13,26,56,43,0.1471
56,9,165,900.81,0.03,31,29.06,27924.99,0.3,1551.39,42,0,12,22,22,103,62,0.1269
68,8,77,388.42,0.08,12.24,31.75,4752.41,0.13,264.02,32,26,8,16,17,51,26,0.4342
5,2,16,55.35,0.24,4.2,13.18,232.47,0.02,12.92,3,0,0,6,5,9,7,0.4712
32,5,94,456.65,0.06,17.14,26.64,7828.29,0.15,434.9,23,1,6,15,14,62,32,0.2702
8,1,21,79.95,0.21,4.67,17.13,373.12,0.03,20.73,5,0,1,8,6,14,7,0.4129
24,5,91,450.83,0.04,23.68,19.04,10675.05,0.15,593.06,21,0,1,17,14,52,39,0.219
35,3,98,498.57,0.05,21.94,22.73,10937.41,0.17,607.63,22,2,8,18,16,59,39,0.2987
39,6,79,401.91,0.1,10.21,39.35,4105.22,0.13,228.07,25,5,7,13,21,46,33,0.3353
8,1,8,20.68,0.67,1.5,13.79,31.02,0.01,1.72,3,2,1,3,3,5,3,1
13,4,41,182.84,0.08,12.86,14.22,2350.76,0.06,130.6,8,0,3,15,7,29,12,0.3392
36,4,47,212.61,0.23,4.27,49.83,907.12,0.07,50.4,16,13,5,8,15,31,16,0.4677
28,2,81,393.5,0.17,5.89,66.85,2316.26,0.13,128.68,23,1,1,7,22,44,37,0.2787
4,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,2,0,0,5,3,6,3,0.8403
45,5,106,548.01,0.07,15,36.53,8220.18,0.18,456.68,36,2,5,15,21,64,42,0.2465
23,1,67,303.08,0.12,8.46,35.82,2564.51,0.1,142.47,13,1,5,10,13,45,22,0.3421
23,3,39,176.42,0.11,9.1,19.39,1605.41,0.06,89.19,14,3,3,13,10,25,14,0.3913
4,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,3,1,3,1,1
14,3,17,56.47,0.29,3.5,16.14,197.65,0.02,10.98,7,4,1,5,5,10,7,0.5067
10,2,29,123.19,0.11,8.94,13.78,1101.01,0.04,61.17,7,0,1,11,8,16,13,0.3666
39,4,110,554.88,0.09,11.5,48.25,6381.16,0.18,354.51,29,0,8,11,22,64,46,0.1835
27,3,84,403.82,0.04,24.67,16.37,9960.84,0.13,553.38,19,0,4,16,12,47,37,0.2345
20,2,59,292.3,0.14,7.26,40.24,2123,0.1,117.94,15,0,1,12,19,36,23,0.2681
31,1,111,590.73,0.1,9.64,61.26,5696.36,0.2,316.46,19,2,7,12,28,66,45,0.3101
47,8,123,667.43,0.04,26.71,24.98,17829.93,0.22,990.55,39,0,6,22,21,72,51,0.1444
26,7,94,456.65,0.06,16.8,27.18,7671.72,0.15,426.21,24,0,0,14,15,58,36,0.2033
7,1,14,48.43,0.28,3.6,13.45,174.36,0.02,9.69,4,0,1,6,5,8,6,0.4493
123,26,406,2480.06,0.03,39.59,62.64,98194.91,0.83,5455.27,103,0,17,21,48,225,181,0
34,3,70,343.48,0.1,9.67,35.53,3320.33,0.11,184.46,20,6,4,12,18,41,29,0.3767
5,1,17,60.94,0.29,3.5,17.41,213.31,0.02,11.85,3,0,0,6,6,10,7,0.4696
12,1,51,227.43,0.19,5.37,42.38,1220.55,0.08,67.81,10,0,0,7,15,28,23,0.3155
25,5,53,239.75,0.11,9.17,26.15,2197.7,0.08,122.09,19,0,4,11,12,33,20,0.2477
13,4,38,174.23,0.09,11.2,15.56,1951.36,0.06,108.41,8,0,3,14,10,22,16,0.3407
24,7,66,317.29,0.04,22.5,14.1,7138.92,0.11,396.61,15,3,3,18,10,41,25,0.3616
11,2,20,76.15,0.15,6.67,11.42,507.65,0.03,28.2,7,1,1,8,6,10,10,0.4414
5,1,20,78.14,0.19,5.25,14.88,410.22,0.03,22.79,4,1,0,9,6,13,7,0.4949
11,2,23,92,0.15,6.67,13.8,613.33,0.03,34.07,8,0,1,10,6,15,8,0.3628
18,4,73,371.38,0.08,12.25,30.32,4549.46,0.12,252.75,15,0,1,14,20,38,35,0.2581
4,1,8,24,0.4,2.5,9.6,60,0.01,3.33,2,0,0,5,3,5,3,0.8663
89,9,226,1294.51,0.05,21.84,59.28,28269.3,0.43,1570.52,65,7,13,16,37,125,101,0.2269
23,9,121,620.64,0.03,32.65,19.01,20267.88,0.21,1125.99,19,0,2,19,16,66,55,0.2134
12,5,32,128,0.13,7.71,16.59,987.43,0.04,54.86,9,0,1,9,7,20,12,0.3376
16,2,44,201.74,0.26,3.91,51.57,789.15,0.07,43.84,13,0,1,7,17,25,19,0.2929
11,1,14,48.43,0.29,3.5,13.84,169.51,0.02,9.42,6,1,2,7,4,10,4,0.4711
66,6,194,1180.97,0.05,20.11,58.74,23744.99,0.39,1319.17,48,13,5,21,47,104,90,0.3088
